pct_employed_head,avg_monthly_income_php,pct_with_access_to_electricity,pct_with_safe_water_access,pct_with_sanitary_toilet,net_enrollment_rate,pct_permanent_house_material,pct_underemployed_or_informal,avg_family_size,pct_completed_secondary_education,income_level
51.83,23918.05,82.2,59.0,55.6,76.2,68.84,27.12,5.45,54.65,Level 1
60.3,37460.53,86.98,67.88,53.11,91.48,68.94,26.89,5.53,57.72,Level 3
68.0,28861.99,88.79,80.06,79.63,82.53,85.49,31.21,4.22,58.74,Level 2
84.3,37763.94,94.4,96.84,100.0,91.07,83.4,2.0,4.72,86.14,Level 3
44.55,15827.88,66.6,55.99,65.58,72.08,39.99,61.33,4.83,44.34,Level 1
62.66,31238.43,91.83,71.87,81.18,88.83,73.93,18.01,3.85,70.32,Level 3
70.35,36951.75,83.38,79.1,88.79,83.39,73.36,13.21,4.87,76.51,Level 3
76.16,39506.38,100.0,89.28,100.0,88.13,98.0,22.59,4.17,91.26,Level 2
24.92,8576.77,49.52,41.09,32.06,54.13,32.9,61.78,6.21,11.7,Level 1
31.66,8852.85,46.25,48.11,41.13,66.77,10.0,65.64,6.75,17.66,Level 1
78.5,33793.38,84.59,88.4,62.3,91.13,70.56,41.78,4.06,74.64,Level 3
38.78,20465.38,88.45,63.8,56.68,71.21,59.39,34.31,5.34,43.21,Level 2
37.11,5909.07,53.83,58.41,37.72,62.1,19.33,58.04,5.9,36.0,Level 1
82.58,36458.71,80.1,77.35,78.29,85.36,64.64,20.56,4.41,66.05,Level 3
60.91,16908.56,81.54,54.56,57.71,75.06,48.18,34.5,5.32,67.49,Level 1
63.83,16359.34,71.69,55.23,51.06,76.48,55.75,66.44,4.8,53.85,Level 2
48.97,32189.33,85.65,73.92,66.69,84.74,68.83,36.91,4.88,57.99,Level 3
76.17,31174.47,81.94,80.79,83.14,92.33,66.75,9.18,3.66,81.65,Level 3
66.18,29057.87,74.69,66.17,67.76,89.39,54.35,43.65,4.17,68.13,Level 2
56.59,20824.94,79.99,76.92,74.18,67.88,40.79,42.39,5.58,36.91,Level 1
46.23,8376.33,70.24,71.85,41.61,70.91,34.59,59.06,5.53,35.77,Level 1
44.37,21718.81,86.87,73.9,66.43,83.66,54.38,54.81,5.3,39.67,Level 2
51.5,33089.22,91.74,68.02,62.2,90.67,72.74,20.74,4.39,75.74,Level 3
28.82,19905.02,82.79,63.18,56.55,61.83,30.9,56.07,5.86,29.16,Level 1
50.96,17694.51,55.92,48.77,40.16,78.15,36.04,52.7,5.67,44.67,Level 1
85.54,41640.19,96.73,100.0,83.23,85.54,70.69,3.81,5.05,82.54,Level 3
79.29,39240.22,88.33,83.85,85.03,99.0,74.92,14.51,3.78,78.3,Level 3
44.64,6103.55,63.74,26.55,51.18,62.77,27.22,60.43,5.71,35.76,Level 1
78.5,29634.15,93.71,61.75,82.23,85.4,57.59,22.1,4.62,60.78,Level 3
87.05,43944.96,99.59,95.09,94.06,99.0,86.77,2.0,4.54,98.0,Level 3
32.77,25776.94,71.54,61.01,42.39,69.23,36.03,55.94,5.58,27.71,Level 1
77.26,28459.79,76.82,68.44,77.42,68.13,80.43,12.51,6.28,54.16,Level 2
61.47,25280.57,80.63,71.78,75.79,87.79,46.15,33.76,5.57,76.07,Level 2
26.72,7731.33,62.23,47.73,48.97,73.24,31.32,54.65,5.47,48.57,Level 1
71.58,28709.69,84.77,64.99,77.47,86.2,47.45,15.01,5.09,59.94,Level 2
41.78,5141.5,57.36,44.89,37.37,72.19,35.95,51.64,6.27,17.27,Level 1
60.0,20356.77,67.93,56.17,68.72,77.76,53.36,53.11,6.76,66.52,Level 2
26.6,11401.66,65.06,57.04,62.51,72.82,63.42,55.74,5.97,46.21,Level 1
44.73,18437.84,71.37,66.21,71.09,67.74,50.8,55.26,5.03,58.31,Level 1
72.63,28206.3,100.0,70.74,75.57,93.03,85.42,18.51,5.35,73.43,Level 2
43.45,20273.61,63.41,72.86,46.42,70.09,36.81,62.57,5.56,56.03,Level 2
64.89,26357.68,75.28,77.78,63.04,92.3,55.61,39.29,4.59,68.98,Level 2
88.27,37298.96,86.7,69.68,90.57,87.18,68.19,10.24,4.93,71.43,Level 3
48.09,25457.31,74.76,72.14,65.92,90.66,61.28,22.76,6.09,55.33,Level 2
67.87,25208.47,85.03,81.2,75.44,82.83,62.88,22.64,5.45,47.24,Level 2
67.22,21383.94,66.7,71.28,73.39,65.28,45.5,35.75,4.6,45.11,Level 2
54.89,29161.2,85.35,68.0,81.04,71.31,55.99,38.09,5.07,59.18,Level 2
70.74,22159.15,76.23,73.31,71.01,85.0,56.33,37.44,5.68,40.65,Level 2
27.07,16082.06,57.42,62.06,42.44,75.55,29.22,58.93,5.94,49.24,Level 1
69.9,27635.57,75.07,55.87,61.22,84.72,63.39,35.74,5.03,45.88,Level 2
54.89,27248.11,61.28,52.88,66.45,80.53,57.3,34.72,4.62,47.48,Level 2
58.08,30675.25,85.12,56.66,69.92,85.07,47.1,27.9,4.6,47.21,Level 2
71.35,25177.17,91.08,80.61,62.38,79.76,75.21,28.39,4.24,53.61,Level 2
73.08,32472.49,81.81,97.7,90.21,83.7,72.69,9.69,4.47,83.38,Level 3
48.81,19012.52,57.92,49.49,48.9,66.27,32.05,53.12,5.35,41.5,Level 1
53.55,26629.47,88.36,73.3,73.7,88.8,60.07,21.93,5.51,53.06,Level 2
33.91,13220.48,48.13,48.97,51.19,65.23,29.51,58.91,6.09,37.56,Level 1
46.4,17918.05,65.2,61.39,47.06,67.46,32.03,44.03,5.78,37.31,Level 1
47.35,29042.74,71.38,64.73,55.91,65.38,47.54,42.2,6.01,53.56,Level 3
27.28,34421.06,76.24,56.58,56.75,67.92,46.52,23.78,5.22,48.7,Level 3
59.69,27267.42,73.49,61.15,76.54,74.16,72.84,13.46,3.48,61.52,Level 3
55.01,31851.54,97.27,88.62,75.1,87.16,68.82,36.82,5.22,59.48,Level 3
37.58,32050.9,65.22,66.83,63.71,76.85,54.12,46.69,5.61,45.31,Level 2
41.81,17031.82,57.48,52.8,45.66,70.44,32.76,48.5,6.33,39.24,Level 1
72.83,42970.41,99.66,88.86,94.91,91.97,72.92,4.44,4.4,95.87,Level 3
45.65,26717.8,73.85,62.45,75.13,85.12,60.84,28.37,4.64,50.69,Level 2
61.78,17105.2,67.77,45.5,60.95,77.37,31.92,43.24,5.26,48.75,Level 1
71.97,34118.17,82.05,78.86,77.74,86.44,76.71,14.99,5.31,67.61,Level 3
45.03,23730.04,66.88,70.77,56.12,78.75,46.39,46.97,5.46,39.17,Level 1
80.92,40481.46,100.0,91.04,88.39,86.0,75.82,2.0,5.0,80.07,Level 3
81.09,43780.49,95.84,93.92,100.0,95.79,97.49,15.72,3.0,70.4,Level 3
58.18,23492.29,64.74,61.16,47.95,72.0,45.01,39.36,4.75,52.91,Level 2
28.41,27138.45,69.68,53.24,59.3,69.45,28.08,53.37,5.46,30.31,Level 1
61.86,22878.04,70.44,63.63,59.9,65.74,63.02,39.23,5.4,47.25,Level 1
54.31,26897.86,77.71,73.07,70.57,84.07,44.61,49.79,5.37,73.74,Level 2
59.7,13113.59,68.42,49.66,62.12,71.16,48.03,27.27,5.8,33.71,Level 1
67.95,31708.86,81.37,83.89,77.8,92.85,80.81,11.15,4.5,75.01,Level 3
45.82,25835.61,74.65,52.42,65.21,72.33,31.07,51.0,5.87,38.58,Level 1
38.16,13238.96,68.43,58.08,56.43,69.22,35.39,68.3,7.53,37.73,Level 1
42.69,12959.77,69.77,47.51,34.9,73.27,29.41,57.74,5.66,29.2,Level 2
60.88,24726.17,85.54,75.05,57.47,71.91,63.81,29.2,4.24,46.42,Level 2
77.47,23894.16,86.71,68.09,77.91,69.26,41.97,32.07,5.39,49.47,Level 2
65.85,37011.61,94.95,84.37,91.5,99.0,79.77,2.0,4.25,89.94,Level 3
82.25,38933.5,100.0,83.34,95.14,83.09,89.6,16.58,4.19,78.71,Level 3
47.64,17166.15,50.8,71.49,40.49,62.56,10.11,52.39,5.82,24.26,Level 1
89.79,41074.35,89.8,83.65,80.23,87.18,92.2,25.77,4.26,79.76,Level 3
58.6,19476.19,67.86,55.89,64.82,80.85,63.28,30.82,5.46,64.97,Level 2
70.47,35257.83,84.36,85.94,66.32,93.55,64.53,13.46,4.13,80.67,Level 3
62.44,21085.37,77.89,63.8,63.8,76.73,29.54,30.67,5.15,55.45,Level 2
56.91,23922.67,66.98,76.41,80.01,75.85,55.81,38.51,4.14,45.32,Level 3
61.49,34538.48,79.34,69.22,80.82,80.97,49.52,39.54,5.0,65.06,Level 2
54.56,41640.9,74.41,71.23,89.06,80.4,68.42,21.79,4.67,72.08,Level 3
80.78,29290.4,88.97,73.07,87.48,84.97,65.25,17.61,5.13,70.67,Level 3
51.7,23851.42,68.2,65.19,74.62,85.73,70.22,32.55,5.61,54.3,Level 2
74.16,39547.99,91.58,93.19,72.61,91.78,66.54,15.65,4.34,63.79,Level 3
43.04,20857.07,69.23,57.93,60.01,74.95,73.84,54.07,4.56,36.28,Level 2
73.22,32341.0,77.56,76.0,90.77,71.67,68.1,21.66,4.98,57.14,Level 2
36.27,23136.37,60.18,59.53,59.54,75.81,41.82,47.3,5.32,60.55,Level 1
58.4,27183.09,70.47,75.53,91.32,92.72,40.01,18.05,5.05,64.02,Level 3
59.64,26944.02,82.7,84.29,63.89,73.83,51.97,22.5,5.26,69.36,Level 2
47.92,16223.99,72.46,52.93,60.37,68.67,44.41,44.09,4.62,10.57,Level 1
77.25,40507.75,82.39,88.3,88.84,87.66,87.24,11.76,3.9,65.36,Level 3
46.09,19449.74,56.93,60.33,43.3,66.45,51.82,41.72,6.32,32.05,Level 1
68.65,22037.56,75.57,60.97,65.23,72.88,39.37,31.97,5.16,57.24,Level 2
25.1,16390.61,58.49,56.78,58.22,67.37,50.44,48.66,6.51,49.51,Level 1
71.56,34893.8,91.28,78.77,83.04,87.51,79.03,21.9,3.86,70.63,Level 2
55.21,19438.03,74.35,76.35,53.25,73.31,71.58,38.85,5.47,59.38,Level 2
58.87,41675.48,87.45,80.31,71.72,87.4,66.06,24.9,5.48,88.71,Level 3
42.03,9508.86,44.74,46.75,73.12,79.65,51.9,54.24,6.31,34.62,Level 1
56.97,24025.85,77.94,52.75,55.96,78.94,56.4,41.71,5.96,37.31,Level 2
79.01,28649.06,74.34,99.11,77.28,86.15,68.91,38.51,4.98,70.39,Level 2
63.8,25866.17,79.65,77.08,79.82,85.97,57.04,32.92,4.74,74.06,Level 2
49.83,35604.05,82.43,79.77,77.98,80.48,64.26,12.85,5.23,52.65,Level 3
77.78,27873.48,79.85,78.31,82.26,77.06,58.66,23.83,4.64,57.66,Level 2
54.53,33578.52,81.82,79.4,69.08,79.54,55.24,32.86,4.62,50.71,Level 2
60.29,27564.01,79.33,81.96,70.14,84.67,49.13,45.24,4.69,63.62,Level 2
45.18,29442.29,91.02,73.1,80.14,93.86,70.56,25.81,3.05,61.54,Level 2
41.33,25074.29,72.06,75.34,82.74,87.54,64.9,41.56,6.04,55.14,Level 2
44.22,22841.84,59.88,67.92,70.08,80.47,32.7,41.38,5.11,29.64,Level 2
49.65,8975.8,58.77,47.15,38.11,51.46,40.0,58.19,6.98,17.52,Level 1
46.06,16766.18,69.44,54.39,43.98,64.67,28.45,65.84,5.62,23.54,Level 1
59.82,31346.4,67.34,65.12,71.95,87.19,57.68,39.58,5.19,52.94,Level 2
58.02,16191.82,66.93,63.48,68.01,73.66,44.89,46.64,5.17,41.67,Level 1
63.54,26820.58,85.2,95.35,58.44,86.1,60.04,14.68,5.76,62.96,Level 2
53.91,18017.62,61.32,69.11,54.72,76.77,15.93,55.27,5.08,51.18,Level 1
42.78,23014.37,81.06,48.3,45.49,81.22,72.96,41.04,3.92,48.1,Level 2
48.41,31898.91,90.18,68.06,64.71,76.08,65.41,38.44,5.7,56.11,Level 3
52.69,22052.3,61.93,52.27,69.07,82.05,53.86,31.52,5.55,45.26,Level 2
59.1,25833.57,78.41,79.4,74.51,80.83,82.47,28.37,5.17,48.84,Level 2
70.85,21141.48,70.92,61.64,69.64,73.24,82.44,29.54,6.23,55.66,Level 2
49.0,27549.61,79.17,75.18,85.86,91.88,61.79,35.53,3.48,66.4,Level 3
91.76,40018.69,93.85,92.67,100.0,99.0,87.26,3.22,4.44,96.27,Level 3
76.58,32377.92,85.71,67.78,85.54,93.65,67.64,20.16,5.69,79.11,Level 3
39.96,11005.24,68.91,44.52,34.27,71.52,48.46,52.97,5.24,34.53,Level 1
89.03,39386.71,91.55,90.66,87.61,90.79,98.0,2.0,3.48,82.64,Level 3
59.13,15349.06,59.15,62.96,41.63,70.2,28.78,52.02,5.35,26.85,Level 1
87.4,36964.36,94.44,100.0,94.43,96.12,82.15,15.92,3.81,63.58,Level 3
37.43,9477.57,61.06,54.56,39.04,76.69,18.73,63.61,6.52,14.58,Level 1
55.39,22230.91,61.66,57.92,37.68,72.14,45.98,65.88,5.0,28.21,Level 1
90.72,37514.87,100.0,100.0,94.59,86.91,84.11,15.91,4.52,82.84,Level 3
93.93,38028.98,91.1,90.9,89.89,93.67,87.84,2.0,4.96,87.42,Level 3
52.09,15752.01,69.04,44.95,48.6,62.38,22.3,51.33,6.2,40.39,Level 1
36.24,5266.43,51.91,47.42,56.48,66.1,10.0,57.99,5.42,23.3,Level 1
51.21,28380.68,69.9,76.51,62.07,84.66,67.56,18.92,5.04,67.25,Level 2
49.95,23996.91,84.42,67.82,76.08,66.52,60.32,38.22,5.36,70.65,Level 2
58.53,27841.07,82.37,80.9,82.12,76.18,87.26,32.33,4.72,56.98,Level 2
68.21,28518.2,81.69,68.95,85.42,90.57,49.41,22.67,4.79,74.09,Level 3
38.18,6000.5,52.16,32.13,42.15,63.56,23.95,53.39,6.66,34.82,Level 1
67.47,31320.5,96.58,82.24,78.64,80.53,79.94,32.1,4.66,62.72,Level 3
63.2,19629.02,72.28,69.33,47.87,69.95,38.03,55.02,5.72,28.04,Level 1
67.58,32955.9,81.89,77.85,75.65,94.3,63.28,12.27,4.66,61.34,Level 3
53.41,13374.9,63.81,59.58,45.58,61.57,42.41,34.33,5.94,41.44,Level 1
40.55,24283.24,70.36,63.99,64.21,69.65,38.36,38.34,6.05,45.48,Level 1
64.22,35379.48,82.22,63.72,65.24,93.47,68.75,22.55,4.87,71.37,Level 2
61.24,18523.4,67.9,56.67,63.63,88.82,47.09,42.33,4.88,65.94,Level 2
47.29,9396.81,48.33,52.14,48.44,75.74,33.89,59.62,7.12,32.58,Level 1
47.17,17479.24,78.58,72.73,57.6,82.17,53.95,54.12,5.56,46.3,Level 2
66.37,34428.34,92.44,86.3,84.85,99.0,64.98,22.84,3.0,92.7,Level 3
67.95,33143.19,90.05,93.1,90.41,89.16,70.84,32.83,5.63,76.85,Level 3
71.01,35629.74,79.43,76.37,56.26,84.19,63.38,28.07,3.74,65.2,Level 2
26.44,17660.87,57.04,48.05,45.62,62.04,31.29,44.22,4.59,61.63,Level 1
85.06,46672.21,83.55,87.57,87.47,95.18,98.0,2.0,4.89,83.29,Level 3
56.18,22480.82,87.56,75.48,68.26,83.44,37.38,46.7,5.57,63.11,Level 2
61.45,26368.88,75.52,77.64,87.53,78.64,60.46,26.63,5.24,56.06,Level 1
71.78,44000.59,93.73,81.17,97.52,94.51,65.9,12.01,4.41,89.84,Level 3
25.66,12487.8,58.51,50.62,53.39,71.08,41.47,66.57,6.35,29.06,Level 1
51.33,34950.7,91.45,85.97,83.28,92.24,76.49,13.34,5.58,77.98,Level 3
75.85,31262.39,84.92,80.75,90.84,85.0,79.21,19.74,3.94,50.0,Level 3
70.15,34055.9,79.66,57.24,83.01,85.0,63.89,28.06,4.75,58.64,Level 2
55.8,28812.83,77.84,69.29,74.26,75.27,50.75,41.0,4.86,49.67,Level 2
28.47,9047.31,60.94,38.95,45.32,61.79,39.04,67.57,6.72,30.75,Level 1
60.39,33104.54,87.9,79.62,80.52,92.4,80.62,7.07,5.07,72.45,Level 2
52.65,32571.1,90.25,63.55,63.57,82.98,50.1,9.5,4.57,67.3,Level 3
33.84,14601.73,64.5,71.96,58.65,67.7,55.8,45.27,6.37,43.21,Level 1
70.58,30947.02,79.03,84.86,72.73,92.66,62.98,14.34,4.93,78.75,Level 3
59.67,26696.21,69.91,69.08,80.96,77.15,45.72,23.08,4.47,51.86,Level 2
77.29,35404.85,89.88,100.0,88.56,90.46,56.43,17.07,4.36,81.88,Level 3
55.89,28028.76,74.13,68.5,68.97,81.11,55.44,27.89,5.15,41.22,Level 3
59.99,31354.61,100.0,80.36,100.0,85.04,69.22,12.22,4.55,80.15,Level 3
56.85,25803.29,79.22,51.95,56.23,81.34,74.88,47.17,5.53,71.05,Level 2
59.61,23500.91,78.83,66.21,79.94,73.88,47.24,33.84,4.97,66.71,Level 3
23.42,6381.26,55.46,44.37,20.0,58.45,39.72,55.7,6.72,38.33,Level 1
67.85,35702.4,79.98,85.28,78.06,81.58,79.98,15.5,5.26,58.95,Level 3
53.67,18430.31,75.98,67.56,49.42,76.54,36.13,44.56,5.39,56.57,Level 1
55.26,26870.15,71.77,68.14,84.27,85.19,71.8,20.68,4.45,52.08,Level 2
52.59,18809.17,81.68,60.92,52.55,72.08,47.76,31.7,6.59,24.63,Level 1
63.57,42912.42,96.99,78.28,88.86,99.0,75.65,12.48,4.16,72.91,Level 3
72.49,30540.21,97.93,59.11,84.63,80.63,38.48,26.34,5.04,73.46,Level 3
71.71,37942.09,55.35,75.82,47.79,67.85,28.35,43.97,5.56,60.78,Level 1
47.97,21702.48,65.07,46.93,51.84,73.85,51.37,34.92,5.24,37.89,Level 1
65.4,29182.09,85.9,58.43,69.72,75.52,68.99,23.77,5.22,50.02,Level 2
25.77,7812.59,61.97,48.07,56.58,67.99,25.04,53.32,7.09,36.58,Level 1
50.11,16534.51,64.55,63.66,53.25,79.99,41.56,44.25,5.13,56.81,Level 2
94.26,39479.6,89.66,80.85,79.29,79.25,78.96,14.56,3.92,61.5,Level 3
71.5,21071.23,79.44,82.46,69.17,78.86,40.74,31.72,6.32,56.23,Level 2
59.64,34779.03,71.03,86.89,79.45,85.37,76.51,24.32,5.07,68.31,Level 3
56.08,30626.83,81.22,65.82,89.88,87.47,64.42,10.68,4.75,54.76,Level 3
60.62,17801.7,69.43,62.44,67.59,66.51,50.8,29.13,5.94,46.89,Level 1
61.09,39975.95,93.1,76.16,99.17,86.74,73.68,13.94,5.04,85.29,Level 3
63.58,25487.84,65.39,79.5,78.98,83.75,72.38,19.65,4.86,64.97,Level 2
66.78,29035.71,84.3,89.14,77.74,84.38,69.75,33.94,6.02,66.53,Level 3
41.81,26096.86,78.12,55.77,56.17,76.09,56.05,37.71,5.21,45.97,Level 2
77.52,30158.12,66.54,75.65,69.57,87.42,51.28,23.48,5.11,74.31,Level 3
37.02,11741.08,67.09,54.28,44.61,71.14,28.62,55.6,5.69,38.46,Level 1
61.32,25842.63,83.6,63.21,73.61,78.84,63.03,44.26,5.38,57.08,Level 2
48.02,27572.55,83.75,62.41,74.03,93.86,60.94,23.98,4.98,68.48,Level 3
70.5,27213.94,65.08,79.91,78.26,85.79,68.56,36.14,5.17,72.49,Level 3
64.2,30512.56,80.76,92.61,96.33,86.71,65.9,22.49,4.19,68.08,Level 3
66.34,24313.35,75.33,68.37,67.29,90.76,48.48,39.97,5.52,69.95,Level 2
51.6,28629.93,82.45,90.92,73.02,86.28,75.61,19.84,5.51,81.65,Level 3
53.53,29372.47,74.57,68.77,60.44,69.86,45.88,37.07,6.37,47.74,Level 2
61.25,19270.28,64.89,58.89,81.63,82.06,44.78,39.34,4.34,47.07,Level 3
59.02,21521.9,74.2,70.48,75.47,80.68,52.41,28.21,3.64,61.11,Level 2
26.63,15806.54,76.63,54.29,70.19,56.15,27.51,42.26,6.09,56.69,Level 1
51.9,33054.8,75.94,75.09,87.7,82.57,81.56,33.02,4.72,70.45,Level 2
44.49,25061.12,76.61,56.29,58.39,84.04,40.76,29.79,5.38,49.18,Level 2
69.35,20316.44,77.12,58.57,52.82,70.1,66.11,31.95,4.88,55.06,Level 2
46.09,17320.77,84.89,62.26,64.01,75.59,50.38,41.34,6.01,63.1,Level 2
78.34,36191.57,91.46,89.01,96.15,95.1,89.77,15.01,4.34,98.0,Level 3
38.4,13842.07,58.86,58.98,39.1,67.72,46.3,52.43,5.44,44.74,Level 2
62.98,28669.23,81.82,64.56,53.7,86.0,63.8,22.76,5.11,46.44,Level 2
82.62,38844.69,86.2,91.83,93.36,93.87,73.97,20.66,4.58,83.23,Level 3
77.08,28118.84,83.83,83.35,61.42,83.91,44.22,24.79,4.7,65.05,Level 2
75.12,35773.54,93.75,86.8,75.03,97.05,79.57,12.16,4.18,71.21,Level 3
38.81,13178.92,51.78,39.95,55.92,66.47,10.0,50.74,6.64,34.33,Level 1
20.0,17781.84,49.8,54.26,41.94,77.98,21.85,39.33,4.96,20.29,Level 1
46.54,24170.04,80.61,72.4,75.88,80.15,50.27,26.46,5.17,58.76,Level 2
57.62,18331.89,58.59,45.49,53.32,69.99,24.54,48.15,5.96,30.3,Level 1
64.13,28433.19,80.71,73.83,89.71,96.22,51.83,23.84,4.56,60.57,Level 3
38.63,10886.18,42.86,31.63,33.8,64.53,14.59,66.54,6.91,14.31,Level 1
61.77,25634.07,84.54,69.06,77.95,91.12,62.56,34.0,4.82,64.0,Level 2
42.33,5187.87,50.64,47.82,31.96,65.98,32.43,68.96,6.26,31.04,Level 1
71.69,31699.16,76.36,94.52,89.32,86.77,65.47,32.46,3.57,57.22,Level 3
53.46,30671.3,96.48,100.0,81.67,88.01,73.68,24.92,4.09,66.81,Level 3
40.58,32250.02,56.8,54.94,46.94,64.39,26.14,59.87,5.76,36.08,Level 1
46.81,28632.4,67.09,42.94,50.14,65.53,11.06,59.98,5.17,31.31,Level 1
52.21,5389.32,48.34,46.78,46.34,65.42,23.76,54.87,5.89,36.29,Level 1
61.77,20582.8,79.77,66.51,58.21,60.93,56.9,37.55,6.1,39.68,Level 2
68.55,28458.89,82.81,66.35,61.88,84.61,82.26,21.54,5.37,44.76,Level 3
71.23,26976.72,81.75,78.89,67.23,80.53,79.27,22.43,5.11,52.87,Level 3
64.21,25893.51,77.93,65.92,65.2,73.17,48.32,39.95,5.76,33.49,Level 2
20.0,10965.34,65.85,42.49,63.46,69.04,42.35,54.52,6.1,47.38,Level 1
52.96,23101.89,74.58,61.57,63.88,75.07,54.64,43.0,5.69,39.98,Level 1
60.99,26662.97,76.94,77.21,79.63,75.88,72.05,22.49,4.16,55.54,Level 2
41.25,22747.93,75.66,77.06,67.35,86.09,54.88,35.59,5.2,53.8,Level 2
74.74,40967.92,80.41,85.7,78.8,86.97,64.71,26.52,4.46,65.05,Level 3
82.53,31166.4,84.93,79.1,78.84,90.77,90.26,19.85,3.87,58.4,Level 3
50.23,11403.63,62.49,59.18,43.72,65.62,30.3,54.54,7.09,32.0,Level 1
43.64,5747.09,58.77,45.71,50.56,57.41,33.13,60.09,6.96,31.66,Level 1
36.64,9420.28,53.55,43.55,43.34,67.38,10.0,55.6,6.73,38.32,Level 1
31.38,15118.9,68.55,50.7,51.38,83.55,32.11,46.48,5.61,43.09,Level 1
58.41,30431.19,70.25,90.67,57.38,73.01,68.26,39.01,5.38,57.25,Level 3
70.21,37408.18,77.72,71.53,70.84,79.99,91.59,11.27,4.61,70.13,Level 3
92.32,38531.92,98.25,97.52,100.0,92.12,70.34,2.0,3.4,96.85,Level 3
63.77,10607.02,68.6,51.76,44.15,71.13,17.8,72.99,5.67,46.39,Level 1
57.0,28554.81,84.91,90.75,77.61,81.44,62.51,34.55,4.84,71.46,Level 3
33.63,11618.02,74.25,56.49,46.23,73.69,25.9,66.4,5.46,33.27,Level 1
37.75,26263.57,67.79,43.27,45.3,69.89,47.38,54.6,5.76,49.4,Level 1
35.29,20374.02,68.61,56.62,64.3,80.38,53.13,30.47,5.47,31.73,Level 2
40.42,6970.43,55.69,43.8,38.94,59.56,42.1,58.01,6.56,28.13,Level 1
90.69,34766.62,95.25,75.5,84.91,97.52,76.54,2.0,5.16,86.27,Level 3
74.19,28985.82,76.87,72.63,64.85,79.73,74.73,17.36,5.56,61.93,Level 3
32.85,22508.01,68.33,60.14,46.79,71.41,55.26,55.27,5.22,39.41,Level 1
52.93,27293.84,80.8,88.09,63.77,79.67,67.77,33.49,3.81,39.27,Level 2
61.2,20261.4,74.38,72.8,56.45,76.9,48.33,44.32,5.57,65.96,Level 2
64.21,23351.59,78.04,66.62,78.55,79.23,46.44,29.69,4.39,54.34,Level 2
65.05,50698.15,96.56,74.26,72.35,96.43,69.96,25.56,4.62,91.53,Level 2
36.41,10183.42,48.39,49.63,54.66,55.09,21.06,58.11,6.65,18.42,Level 1
58.12,24974.58,73.69,51.59,70.53,74.29,59.59,28.89,6.18,55.09,Level 2
58.98,18698.92,80.45,57.84,64.34,82.33,64.33,34.2,5.38,46.84,Level 2
79.43,28431.56,69.42,71.59,64.14,82.88,81.93,27.35,4.66,76.2,Level 2
54.09,20680.96,74.89,57.64,46.98,73.04,63.2,35.99,5.4,43.98,Level 2
63.54,27441.2,75.76,69.36,72.68,96.22,81.83,12.84,4.87,56.97,Level 3
65.82,44026.58,79.35,91.73,81.36,94.12,88.17,6.83,3.52,88.46,Level 3
64.88,29926.04,85.87,60.7,58.18,82.47,50.84,38.67,5.08,56.59,Level 2
62.31,27741.72,64.43,80.57,83.82,85.91,59.46,23.45,4.15,67.48,Level 3
77.65,34632.67,88.41,87.33,89.67,86.12,72.67,2.0,4.41,90.25,Level 3
65.81,34068.86,82.68,75.45,70.09,86.63,56.06,20.39,4.69,76.11,Level 3
54.62,12417.96,73.98,39.94,48.83,79.97,52.91,59.1,6.64,10.0,Level 1
58.55,16780.78,68.09,71.81,59.58,73.55,24.46,51.31,5.13,36.19,Level 1
78.63,29029.0,87.83,83.86,80.23,80.86,71.82,20.17,5.83,68.02,Level 3
66.41,33208.82,64.22,56.78,64.67,91.51,61.03,34.65,3.93,70.32,Level 2
77.95,33664.18,91.54,64.59,71.75,76.6,71.55,14.56,4.78,74.6,Level 2
53.17,22601.87,70.81,60.84,58.99,86.21,43.28,25.53,5.91,50.57,Level 2
88.23,35031.75,100.0,83.5,91.59,99.0,88.72,11.32,4.29,82.17,Level 3
68.89,40672.28,85.45,97.09,74.83,66.54,43.83,13.26,4.34,65.93,Level 2
72.83,38580.71,89.34,91.11,94.59,90.33,91.5,2.0,3.69,76.92,Level 3
49.13,17688.96,72.18,64.12,68.14,90.19,31.12,55.12,5.81,45.9,Level 1
52.39,14120.2,68.82,48.22,48.11,68.56,45.34,47.63,5.59,46.74,Level 1
41.13,21566.09,65.53,53.52,60.19,80.44,50.59,25.5,4.58,53.63,Level 2
47.68,14962.89,55.08,54.05,54.7,76.45,43.56,47.14,5.52,38.16,Level 1
54.04,41042.67,65.89,82.55,80.68,74.78,58.97,17.44,5.26,40.8,Level 2
41.15,11128.97,54.65,51.3,47.49,68.03,44.31,47.63,6.49,53.31,Level 2
65.86,28485.61,90.3,76.53,88.24,84.78,64.01,11.55,4.42,63.15,Level 3
42.95,28876.82,77.4,61.61,74.53,86.62,62.55,40.12,5.36,53.53,Level 2
45.27,18159.9,69.72,58.14,58.31,72.67,47.65,29.18,5.29,45.16,Level 1
63.82,20056.18,68.94,80.18,56.06,80.09,55.93,30.44,5.27,54.06,Level 2
31.0,9128.24,68.7,39.64,34.57,70.26,33.95,52.39,5.22,25.63,Level 1
95.0,40684.62,89.86,88.07,68.91,90.1,60.83,2.0,4.05,63.13,Level 3
60.56,19089.02,63.39,69.01,54.08,68.55,37.69,46.2,5.33,49.01,Level 1
63.9,22274.19,66.8,56.03,74.81,81.17,58.38,40.12,5.73,61.34,Level 3
